name,timestamp,value,instance,job,quantile
go_gc_duration_seconds,"[1660228887.782, '0.000020283']","[1660228902.785, '0.000020283']","[1660228917.786, '0.000020283']","[1660228932.785, '0.000020283']","[1660228947.785, '0.000020283']","[1660228962.786, '0.000020283']","[1660228977.785, '0.000020283']","[1660228992.785, '0.000020283']","[1660229007.786, '0.000020283']","[1660229022.785, '0.000020283']","[1660229037.785, '0.000020283']","[1660229052.785, '0.000020283']","[1660229067.785, '0.000020283']","[1660229082.785, '0.000020283']","[1660229097.785, '0.000020283']","[1660229112.785, '0.000020283']","[1660229127.786, '0.000020283']","[1660229142.785, '0.000020283']","[1660229157.785, '0.000020283']","[1660229172.785, '0.000020283']","[1660229187.785, '0.000020283']","[1660229202.782, '0.000020283']","[1660229217.785, '0.000020283']","[1660229232.782, '0.000020283']","[1660229247.785, '0.000020283']","[1660229262.785, '0.000020283']","[1660229277.785, '0.000020283']","[1660229292.785, '0.000020283']","[1660229307.785, '0.000020147']",localhost:9090
go_gc_duration_seconds,"[1660228887.782, '0.000020283']","[1660228902.785, '0.000020283']","[1660228917.786, '0.000020283']","[1660228932.785, '0.000020283']","[1660228947.785, '0.000020283']","[1660228962.786, '0.000020283']","[1660228977.785, '0.000020283']","[1660228992.785, '0.000020283']","[1660229007.786, '0.000020283']","[1660229022.785, '0.000020283']","[1660229037.785, '0.000020283']","[1660229052.785, '0.000020283']","[1660229067.785, '0.000020283']","[1660229082.785, '0.000020283']","[1660229097.785, '0.000020283']","[1660229112.785, '0.000020283']","[1660229127.786, '0.000020283']","[1660229142.785, '0.000020283']","[1660229157.785, '0.000020283']","[1660229172.785, '0.000020283']","[1660229187.785, '0.000020283']","[1660229202.782, '0.000020283']","[1660229217.785, '0.000020283']","[1660229232.782, '0.000020283']","[1660229247.785, '0.000020283']","[1660229262.785, '0.000020283']","[1660229277.785, '0.000020283']","[1660229292.785, '0.000020283']","[1660229307.785, '0.000020147']",localhost:9090,prometheus
go_gc_duration_seconds,"[1660228887.782, '0.000020283']","[1660228902.785, '0.000020283']","[1660228917.786, '0.000020283']","[1660228932.785, '0.000020283']","[1660228947.785, '0.000020283']","[1660228962.786, '0.000020283']","[1660228977.785, '0.000020283']","[1660228992.785, '0.000020283']","[1660229007.786, '0.000020283']","[1660229022.785, '0.000020283']","[1660229037.785, '0.000020283']","[1660229052.785, '0.000020283']","[1660229067.785, '0.000020283']","[1660229082.785, '0.000020283']","[1660229097.785, '0.000020283']","[1660229112.785, '0.000020283']","[1660229127.786, '0.000020283']","[1660229142.785, '0.000020283']","[1660229157.785, '0.000020283']","[1660229172.785, '0.000020283']","[1660229187.785, '0.000020283']","[1660229202.782, '0.000020283']","[1660229217.785, '0.000020283']","[1660229232.782, '0.000020283']","[1660229247.785, '0.000020283']","[1660229262.785, '0.000020283']","[1660229277.785, '0.000020283']","[1660229292.785, '0.000020283']","[1660229307.785, '0.000020147']",localhost:9090,prometheus,0
go_gc_duration_seconds,"[1660228887.782, '0.000026443']","[1660228902.785, '0.000027031']","[1660228917.786, '0.000027031']","[1660228932.785, '0.000027031']","[1660228947.785, '0.000027031']","[1660228962.786, '0.000027031']","[1660228977.785, '0.000027031']","[1660228992.785, '0.000027031']","[1660229007.786, '0.000027031']","[1660229022.785, '0.000027031']","[1660229037.785, '0.000027031']","[1660229052.785, '0.000027031']","[1660229067.785, '0.000027031']","[1660229082.785, '0.000027031']","[1660229097.785, '0.000027031']","[1660229112.785, '0.000027031']","[1660229127.786, '0.000027031']","[1660229142.785, '0.000027031']","[1660229157.785, '0.000027031']","[1660229172.785, '0.000027031']","[1660229187.785, '0.000027031']","[1660229202.782, '0.000027031']","[1660229217.785, '0.000027479']","[1660229232.782, '0.000027479']","[1660229247.785, '0.000027479']","[1660229262.785, '0.000027479']","[1660229277.785, '0.000027479']","[1660229292.785, '0.000027479']","[1660229307.785, '0.000024045']",localhost:9090
go_gc_duration_seconds,"[1660228887.782, '0.000026443']","[1660228902.785, '0.000027031']","[1660228917.786, '0.000027031']","[1660228932.785, '0.000027031']","[1660228947.785, '0.000027031']","[1660228962.786, '0.000027031']","[1660228977.785, '0.000027031']","[1660228992.785, '0.000027031']","[1660229007.786, '0.000027031']","[1660229022.785, '0.000027031']","[1660229037.785, '0.000027031']","[1660229052.785, '0.000027031']","[1660229067.785, '0.000027031']","[1660229082.785, '0.000027031']","[1660229097.785, '0.000027031']","[1660229112.785, '0.000027031']","[1660229127.786, '0.000027031']","[1660229142.785, '0.000027031']","[1660229157.785, '0.000027031']","[1660229172.785, '0.000027031']","[1660229187.785, '0.000027031']","[1660229202.782, '0.000027031']","[1660229217.785, '0.000027479']","[1660229232.782, '0.000027479']","[1660229247.785, '0.000027479']","[1660229262.785, '0.000027479']","[1660229277.785, '0.000027479']","[1660229292.785, '0.000027479']","[1660229307.785, '0.000024045']",localhost:9090,prometheus
go_gc_duration_seconds,"[1660228887.782, '0.000026443']","[1660228902.785, '0.000027031']","[1660228917.786, '0.000027031']","[1660228932.785, '0.000027031']","[1660228947.785, '0.000027031']","[1660228962.786, '0.000027031']","[1660228977.785, '0.000027031']","[1660228992.785, '0.000027031']","[1660229007.786, '0.000027031']","[1660229022.785, '0.000027031']","[1660229037.785, '0.000027031']","[1660229052.785, '0.000027031']","[1660229067.785, '0.000027031']","[1660229082.785, '0.000027031']","[1660229097.785, '0.000027031']","[1660229112.785, '0.000027031']","[1660229127.786, '0.000027031']","[1660229142.785, '0.000027031']","[1660229157.785, '0.000027031']","[1660229172.785, '0.000027031']","[1660229187.785, '0.000027031']","[1660229202.782, '0.000027031']","[1660229217.785, '0.000027479']","[1660229232.782, '0.000027479']","[1660229247.785, '0.000027479']","[1660229262.785, '0.000027479']","[1660229277.785, '0.000027479']","[1660229292.785, '0.000027479']","[1660229307.785, '0.000024045']",localhost:9090,prometheus,0.25
go_gc_duration_seconds,"[1660228887.782, '0.000052613']","[1660228902.785, '0.000037187']","[1660228917.786, '0.000037187']","[1660228932.785, '0.000037187']","[1660228947.785, '0.000037187']","[1660228962.786, '0.000037187']","[1660228977.785, '0.000050072']","[1660228992.785, '0.000050072']","[1660229007.786, '0.000050072']","[1660229022.785, '0.000050072']","[1660229037.785, '0.000050072']","[1660229052.785, '0.000050072']","[1660229067.785, '0.000050072']","[1660229082.785, '0.000050072']","[1660229097.785, '0.000050072']","[1660229112.785, '0.000050072']","[1660229127.786, '0.000050072']","[1660229142.785, '0.000050072']","[1660229157.785, '0.000050072']","[1660229172.785, '0.000050072']","[1660229187.785, '0.000050072']","[1660229202.782, '0.000050072']","[1660229217.785, '0.000050142']","[1660229232.782, '0.000050142']","[1660229247.785, '0.000050142']","[1660229262.785, '0.000050142']","[1660229277.785, '0.000050142']","[1660229292.785, '0.000050142']","[1660229307.785, '0.000027149']",localhost:9090
go_gc_duration_seconds,"[1660228887.782, '0.000052613']","[1660228902.785, '0.000037187']","[1660228917.786, '0.000037187']","[1660228932.785, '0.000037187']","[1660228947.785, '0.000037187']","[1660228962.786, '0.000037187']","[1660228977.785, '0.000050072']","[1660228992.785, '0.000050072']","[1660229007.786, '0.000050072']","[1660229022.785, '0.000050072']","[1660229037.785, '0.000050072']","[1660229052.785, '0.000050072']","[1660229067.785, '0.000050072']","[1660229082.785, '0.000050072']","[1660229097.785, '0.000050072']","[1660229112.785, '0.000050072']","[1660229127.786, '0.000050072']","[1660229142.785, '0.000050072']","[1660229157.785, '0.000050072']","[1660229172.785, '0.000050072']","[1660229187.785, '0.000050072']","[1660229202.782, '0.000050072']","[1660229217.785, '0.000050142']","[1660229232.782, '0.000050142']","[1660229247.785, '0.000050142']","[1660229262.785, '0.000050142']","[1660229277.785, '0.000050142']","[1660229292.785, '0.000050142']","[1660229307.785, '0.000027149']",localhost:9090,prometheus
go_gc_duration_seconds,"[1660228887.782, '0.000052613']","[1660228902.785, '0.000037187']","[1660228917.786, '0.000037187']","[1660228932.785, '0.000037187']","[1660228947.785, '0.000037187']","[1660228962.786, '0.000037187']","[1660228977.785, '0.000050072']","[1660228992.785, '0.000050072']","[1660229007.786, '0.000050072']","[1660229022.785, '0.000050072']","[1660229037.785, '0.000050072']","[1660229052.785, '0.000050072']","[1660229067.785, '0.000050072']","[1660229082.785, '0.000050072']","[1660229097.785, '0.000050072']","[1660229112.785, '0.000050072']","[1660229127.786, '0.000050072']","[1660229142.785, '0.000050072']","[1660229157.785, '0.000050072']","[1660229172.785, '0.000050072']","[1660229187.785, '0.000050072']","[1660229202.782, '0.000050072']","[1660229217.785, '0.000050142']","[1660229232.782, '0.000050142']","[1660229247.785, '0.000050142']","[1660229262.785, '0.000050142']","[1660229277.785, '0.000050142']","[1660229292.785, '0.000050142']","[1660229307.785, '0.000027149']",localhost:9090,prometheus,0.5
go_gc_duration_seconds,"[1660228887.782, '0.000174492']","[1660228902.785, '0.00005533']","[1660228917.786, '0.00005533']","[1660228932.785, '0.00005533']","[1660228947.785, '0.00005533']","[1660228962.786, '0.00005533']","[1660228977.785, '0.00007146']","[1660228992.785, '0.00007146']","[1660229007.786, '0.00007146']","[1660229022.785, '0.00007146']","[1660229037.785, '0.00007146']","[1660229052.785, '0.00007146']","[1660229067.785, '0.00007146']","[1660229082.785, '0.00007146']","[1660229097.785, '0.000112072']","[1660229112.785, '0.000112072']","[1660229127.786, '0.000112072']","[1660229142.785, '0.000112072']","[1660229157.785, '0.000112072']","[1660229172.785, '0.000112072']","[1660229187.785, '0.000112072']","[1660229202.782, '0.000112072']","[1660229217.785, '0.000112072']","[1660229232.782, '0.000112072']","[1660229247.785, '0.000112072']","[1660229262.785, '0.000112072']","[1660229277.785, '0.000112072']","[1660229292.785, '0.000112072']","[1660229307.785, '0.000052613']",localhost:9090
